Hash,From,To,Value (ETH),Gas,Gas Price (ETH)
0xc63255c90466215449f7c54c901c69b10b0dff2ec40042f13e8d1b48ebd38099,0xbec9c6ec58a532cd8aca0af9ce28bf814651b917,0x408e41876cccdc0f92210600ef50372656052a38,0,0xaff2,0.000000002964605702
0x198deb3cc7207f72e1863a1f003ef4473c763e43483ac859ad76ad93a4d189c1,0x13404a1846bee2aec8e43e302209bf2aa9463afb,0x0c54932faa7e2362dd07b673667b3929f15de97a,0.000295697,0x5208,0.000000002964606662
0x1a2501defbd938021f633e1c2039d72ab88db48cd276b250e5f5b760837ff3a2,0xf2244410ff84594c362de4698f565fad68364ba0,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x23b31,0.000000002964605462
0xed7cac293cc8cebe2cef538ce0ff151f649a831c5593150397f74d504029e841,0x06c417a02e39d1eaf24b94c60878279e9da8175c,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x14820,0.000000002964605462
0x080d4b9869152e02552d4185acec15e59fee8ef4a4b3723283958c7afae60f75,0x236da00e1eda1473c485669cf7674a7c56e786bb,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x14820,0.000000002964605269
0x591cf0ca107ea145f61dfed1319fb88aafd5ba7d2c43fa8d38e225415e541e87,0x623777cc098c6058a46cf7530f45150ff6a8459d,0x87370463b2726faf03032a06e9e8ca21cf60d843,0.012307000000001002,0x5208,0.000000002964605462
0xdd1b6548a0130bd3c0fd2676c3e600228dd41715b1a91aa199e8d71dab2d4ff5,0x623777cc098c6058a46cf7530f45150ff6a8459d,0x6ca457305ed3e113b7b7d4d88d7371c7422f6e43,0.000999000000001003,0x5208,0.000000002964605462
0x7819ceb1fcc6926b4509964ca07687b6e6f88a72425ec7f1849b97304a4bd50a,0x0505e4ee185b9821b55e2555de834d44d8ae80cc,0xa4fcb43dee8eb48a234fba3eb8ee78f919c3e011,0.00421,0x5208,0.000000002964605462
0x9b5bf54c4d10466c26cb6d795ac02cb9ced7df0632eb25bd4cad91c61c50b321,0x5e4d520797bd4ec91c9ce8550c4c3e54c5d25937,0x7cb027917b27bcb5963c548657a008bf45b25bdc,0.013978071359375,0x5208,0.000000002964605269
0x4cb728019220185875a2869b0086dec7bebbe30ceabe137b62873a787908704e,0x067b0251d7f823d2df41b0bfe5b7d6f995b34634,0x7dbb4bdcfe614398d1a68ecc219f15280d0959e0,1.179767873449615,0x5208,0.000000002964605269
0x37231857ab1f689754c8a1f77130481f56e3987fe60bc69a29c6879796c66ddb,0x8a7c90af60c6e1e4ed9b561ba89d86cebc02f731,0x5ae97e4770b7034c7ca99ab7edc26a18a23cb412,0,0x78665,0.000000002964605462
0x6f7466cc2c81710a51f09e4c7fc61f96e596a48db356ce708d1dbb6c44888a00,0x22f159f9bcedb9303d8c112f65490093da418ad1,0x5ae97e4770b7034c7ca99ab7edc26a18a23cb412,0,0x6e5fc,0.000000002964605462
0x6c977af035da5bc222542475a45727b6344a6887dc608b2d8b83f4742a1718e5,0xf1668580b162a247b7fe455dc8390067e7f30ac2,0x5ae97e4770b7034c7ca99ab7edc26a18a23cb412,0,0x72bb0,0.000000002964605462
0xbf71066149e33350ae964ac694500509d78c37c1d5a7614b363c443ba6611d9d,0x78753409779db1b47c8d02d5e58d4d994343fcf8,0x5ae97e4770b7034c7ca99ab7edc26a18a23cb412,0,0x70e94,0.000000002964605462
0x0af18e04a5fd4e00ee8d73b81a5b1ab404ded0e82772933610c67895fc894da8,0x000000633b68f5d8d3a86593ebb815b4663bcbe0,0x68d30f47f19c07bccef4ac7fae2dc12fca3e0dc9,0,0x2dc6c0,0.000000005964604262
0x1b777f956f6bc573d34d8a55d3e3f5ec4bb01acca98ecdadd75ff7981c0e6413,0x41b8cd6791de4d8f9e0eaf7861ac506822adce12,0xff00000000000000000000000000000000000255,0,0x5208,0.000000003964604262
0x4bacb6811a6397e20eea920b791ba5a84e1837ea108376214227b84b655c2342,0xa6ea2f3299b63c53143c993d2d5e60a69cd6fe24,0xff00000000000000000000000000000000001135,0,0x5208,0.000000004964604262
0xd13f87647a06516ebd034bb91a7e5fb437447f47738b872763415205d3ab579a,0xdd3422293d746264e4abedf12d96877c49ff7466,0x6b2cddc214151369697aa057229a9b47202f7c25,0.004,0x5a3c,0.000000002981604262
0x766d7bdc5a8ef0b9ccfb313ae8e089de3d13d643e58ec1cf9a3c13d5017001d6,0x9f2fdb4d4d4dabf725e12412274ae7c4faa6b78e,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0,0x111cd,0.000000004964604262
0x57ea3f0c818e815909ebdc8334997e77ca9d051627cd37de99af9217215e81f4,0xe68a4f9cfd1fc699d171f6edd652c9a38c7839bc,0x458c2a06ba8dc3def078513ad98e9da8ced39e02,0.00024063,0x55f0,0.000000003
0xcf03319c96fb51dde82bb387822d26738564f7fa7124f76ff2f10b6bbc32f51b,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xdac17f958d2ee523a2206206994597c13d831ec7,0,0x15f90,0.000000004964604262
0x0d453bc2f60ea1709a808866287ffb4a96c9440f2544b1aebb21b6d74e78abfc,0x8f8220cd864785ecce4c5f932bc5ea290e385755,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,0x4ab43,0.000000012964604262
0x0bbba507dab3973395cfbe5d11f32b1fbf9533cb1271352d50aa9cbc1b372e7e,0x9ef11de679d02a60b9d1ad4278fffe6ffd40849c,0x39053d51b77dc0d36036fc1fcc8cb819df8ef37a,0,0x65a68,0.000000003
0x8b5987b358a913312aac1c350cbd3c2724d7a9c9f3e79013bad3ec8ad9765bcc,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0xa27cef8af2b6575903b676e5644657fae96f491f,0.014384511996557939,0x5208,0.000000002964604262
